trade_id,entry_time,timeframe,arm_r,close_threshold_r,r,action_r,delta_r,tail_gt5
2023-01-03 20:15:00+00:00|LONG|TBX7B|1211.5324|4.13,2023-01-03 20:15:00+00:00,15M,1.0,0.5,8.59,0.4788269385607155,-8.111173061439285,True
2023-02-10 10:15:00+00:00|SHORT|TBX0 (a) or TBX1|1542.59|10.62,2023-02-10 10:15:00+00:00,15M,1.0,0.5,0.01,0.4350282485875604,0.4250282485875604,False
2023-02-10 21:00:00+00:00|SHORT|TBX0 (a) or TBX1|1521.2828|13.19,2023-02-10 21:00:00+00:00,15M,1.0,0.5,-0.07,0.44524760277965625,0.5152476027796562,False
2023-02-12 14:30:00+00:00|LONG|TBX4|1530.7452|6.92,2023-02-12 14:30:00+00:00,15M,1.0,0.5,0.35,0.24491992363210963,-0.10508007636789035,False
2023-03-28 11:15:00+00:00|LONG|TBX0|1727.188|13.6,2023-03-28 11:15:00+00:00,15M,1.0,0.5,0.04,0.20823875474852283,0.16823875474852282,False
2023-04-24 14:30:00+00:00|SHORT|TBX7A|1848.0377|19.75,2023-04-24 14:30:00+00:00,15M,1.0,0.5,1.23,0.4403893099248722,-0.7896106900751279,False
2023-05-03 06:30:00+00:00|LONG|TBX0 (a)|1864.5456|6.19,2023-05-03 06:30:00+00:00,15M,1.0,0.5,-0.25,0.49182159694323885,0.7418215969432389,False
2023-05-14 12:45:00+00:00|LONG|TBX0 (a)|1804.2559|7.52,2023-05-14 12:45:00+00:00,15M,1.0,0.5,0.35,0.061711598169813205,-0.2882884018301868,False
2023-05-18 07:30:00+00:00|LONG|TBX0|1821.9279|7.9,2023-05-18 07:30:00+00:00,15M,1.0,0.5,-0.15,0.3990009572212157,0.5490009572212157,False
2023-06-23 12:15:00+00:00|SHORT|TBX0 (a)|1873.8414|10.29,2023-06-23 12:15:00+00:00,15M,1.0,0.5,-0.59,0.4734085083323757,1.0634085083323757,False
2023-09-04 14:45:00+00:00|SHORT|TBX7A|1629.1174|5.0,2023-09-04 14:45:00+00:00,15M,1.0,0.5,-0.74,0.39347129990951546,1.1334712999095156,False
2023-10-22 04:45:00+00:00|LONG|TBX0|1635.3268|11.5,2023-10-22 04:45:00+00:00,15M,1.0,0.5,-0.06,0.4437606050971187,0.5037606050971186,False
2023-10-27 00:30:00+00:00|SHORT|TBX7B|1796.3235|15.77,2023-10-27 00:30:00+00:00,15M,1.0,0.5,0.04,0.30332728792421737,0.2633272879242174,False
2023-10-27 14:15:00+00:00|SHORT|TBX7B|1778.028|16.99,2023-10-27 14:15:00+00:00,15M,1.0,0.5,-0.1,0.47133400047559604,0.571334000475596,False
2023-11-09 00:30:00+00:00|LONG|TBX7A|1902.39|23.59,2023-11-09 00:30:00+00:00,15M,1.0,0.5,0.33,0.47732089868588345,0.14732089868588344,False
2023-12-05 02:00:00+00:00|SHORT|TBX0|2227.5308|25.85,2023-12-05 02:00:00+00:00,15M,1.0,0.5,0.13,0.46154019590540324,0.33154019590540323,False
2024-01-14 22:30:00+00:00|SHORT|TBX0|2506.407|22.7,2024-01-14 22:30:00+00:00,15M,1.0,0.5,-0.13,0.15361234840011373,0.28361234840011373,False
2024-01-16 08:15:00+00:00|LONG|TBX0 (a) or TBX1|2534.9877|10.66,2024-01-16 08:15:00+00:00,15M,1.0,0.5,-0.81,0.3623200800886845,1.1723200800886846,False
2024-02-06 07:30:00+00:00|LONG|TBX7B|2322.121|14.05,2024-02-06 07:30:00+00:00,15M,1.0,0.5,-0.1,0.41843408297890716,0.5184340829789071,False
2024-02-12 08:45:00+00:00|SHORT|TBX0 (a) or TBX1|2490.6304|11.42,2024-02-12 08:45:00+00:00,15M,1.0,0.5,0.01,0.3030134888258114,0.2930134888258114,False
2024-05-12 10:00:00+00:00|LONG|TBX0 (a) or TBX1|2919.0768|15.59,2024-05-12 10:00:00+00:00,15M,1.0,0.5,-0.17,0.36967279502680495,0.539672795026805,False
2024-06-18 10:00:00+00:00|SHORT|TBX0|3421.2684|28.81,2024-06-18 10:00:00+00:00,15M,1.0,0.5,0.14,0.30747495078164894,0.16747495078164892,False
2024-06-26 01:15:00+00:00|LONG|TBX0 (a)|3402.2841|18.5,2024-06-26 01:15:00+00:00,15M,1.0,0.5,-0.51,0.043023621279251134,0.5530236212792512,False
2024-09-05 19:15:00+00:00|SHORT|TBX7B|2369.2376|21.9,2024-09-05 19:15:00+00:00,15M,1.0,0.5,-0.41,-0.06723472374999316,0.3427652762500068,False
2024-09-20 14:15:00+00:00|LONG|TBX7B|2547.9379|32.1,2024-09-20 14:15:00+00:00,15M,1.0,0.5,0.02,0.3181341034436021,0.2981341034436021,False
2024-09-30 00:15:00+00:00|SHORT|TBX0|2645.577|19.05,2024-09-30 00:15:00+00:00,15M,1.0,0.5,0.55,-0.10357111778331676,-0.6535711177833168,False
2024-10-18 18:15:00+00:00|LONG|TBX7A|2655.2777|18.1,2024-10-18 18:15:00+00:00,15M,1.0,0.5,-0.61,0.10675558952027522,0.7167555895202752,False
2024-11-22 03:15:00+00:00|LONG|TBX7A|3358.0061|42.34,2024-11-22 03:15:00+00:00,15M,1.0,0.5,0.11,0.49253342126342026,0.38253342126342027,False
2024-12-05 02:30:00+00:00|LONG|TBX0|3843.3606|66.16,2024-12-05 02:30:00+00:00,15M,1.0,0.5,0.91,0.18665959211820443,-0.7233404078817955,False
2024-12-18 12:30:00+00:00|SHORT|TBX0 (a)|3858.3545|28.8,2024-12-18 12:30:00+00:00,15M,1.0,0.5,-0.58,0.03175440700499305,0.6117544070049931,False
2024-12-29 06:30:00+00:00|LONG|TBX0|3391.6844|10.63,2024-12-29 06:30:00+00:00,15M,1.0,0.5,-0.13,0.3119135201069695,0.4419135201069695,False
2025-08-05 06:45:00+00:00|SHORT|TBX0|3647.4562|26.56,2025-08-05 06:45:00+00:00,15M,1.0,0.5,-0.32,0.3485010212529005,0.6685010212529006,False
2025-09-14 04:00:00+00:00|SHORT|TBX0 (a) or TBX1|4654.04|49.03,2025-09-14 04:00:00+00:00,15M,1.0,0.5,0.75,0.4762390373240947,-0.2737609626759053,False
2025-09-21 13:30:00+00:00|LONG|TBX0 (a) or TBX1|4471.2258|10.47,2025-09-21 13:30:00+00:00,15M,1.0,0.5,-0.01,0.4703151986539779,0.4803151986539779,False
2025-09-26 05:45:00+00:00|SHORT|TBX7B|3925.3315|35.08,2025-09-26 05:45:00+00:00,15M,1.0,0.5,0.04,0.49405720504329426,0.4540572050432943,False
2025-10-31 18:30:00+00:00|LONG|TBX0|3857.7678|38.62,2025-10-31 18:30:00+00:00,15M,1.0,0.5,-0.33,0.3946712072440917,0.7246712072440917,False
2025-12-16 13:30:00+00:00|SHORT|TBX0|2927.2041|39.75,2025-12-16 13:30:00+00:00,15M,1.0,0.5,-0.73,-0.11184584938402062,0.6181541506159793,False
2025-12-24 16:00:00+00:00|LONG|TBX0|2932.6181|21.63,2025-12-24 16:00:00+00:00,15M,1.0,0.5,0.5,0.14988115093326596,-0.3501188490667341,False
2026-01-15 14:30:00+00:00|SHORT|TBX0 (a) or TBX1|3341.8265|36.35,2026-01-15 14:30:00+00:00,15M,1.0,0.5,0.89,0.393851405582011,-0.49614859441798903,False
2026-03-26 01:15:00+00:00|SHORT|TBX0|2159.7644|16.06,2026-03-26 01:15:00+00:00,15M,1.0,0.5,4.33,0.3153444373043478,-4.014655562695652,False
2026-04-01 16:15:00+00:00|LONG|TBX7B|2138.237|19.73,2026-04-01 16:15:00+00:00,15M,1.0,0.5,-0.62,0.1283816710390143,0.7483816710390143,False
2026-04-30 02:30:00+00:00|SHORT|TBX7A|2254.7147|19.29,2026-04-30 02:30:00+00:00,15M,1.0,0.5,-0.4,0.4642153479056178,0.8642153479056178,False
2026-05-21 08:00:00+00:00|LONG|TBX7A|2136.3585|10.26,2026-05-21 08:00:00+00:00,15M,1.0,0.5,-0.81,0.01866481196876728,0.8286648119687673,False
2021-02-24 21:00:00+00:00|SHORT|TBX0|1592.3|15.41,2021-02-24 21:00:00+00:00,1H,1.0,0.5,-1.0,0.013627514600910861,1.0136275146009108,False
2021-03-03 08:00:00+00:00|LONG|TBX7B|1592.73|19.39,2021-03-03 08:00:00+00:00,1H,1.0,0.5,0.84,0.3295513151108753,-0.5104486848891246,False
2021-04-02 17:00:00+00:00|SHORT|TBX0|2057.51|9.44,2021-04-02 17:00:00+00:00,1H,1.0,0.5,-0.97,0.33898305084748653,1.3089830508474865,False
2021-05-23 20:00:00+00:00|LONG|TBX0|2063.96|99.42,2021-05-23 20:00:00+00:00,1H,1.0,0.5,4.78,0.21625427479380405,-4.563745725206196,False
2021-06-17 16:00:00+00:00|SHORT|TBX7B|2363.44|39.45,2021-06-17 16:00:00+00:00,1H,1.0,0.5,-0.23,0.4778200253485401,0.7078200253485402,False
2021-10-25 00:00:00+00:00|LONG|TBX7A|4135.86|34.17,2021-10-25 00:00:00+00:00,1H,1.0,0.5,-0.51,0.011706175007332328,0.5217061750073323,False
2021-10-27 09:00:00+00:00|SHORT|TBX7B|4020.0|57.97,2021-10-27 09:00:00+00:00,1H,1.0,0.5,-0.07,-0.08245644298775574,-0.012456442987755736,False
2021-11-12 20:00:00+00:00|LONG|TBX0|4669.99|19.5,2021-11-12 20:00:00+00:00,1H,1.0,0.5,-0.97,-0.05282051282049976,0.9171794871795003,False
2021-11-15 04:00:00+00:00|LONG|TBX0 (a)|4707.84|10.34,2021-11-15 04:00:00+00:00,1H,1.0,0.5,-0.95,0.08897485493230878,1.0389748549323088,False
2021-12-03 04:00:00+00:00|LONG|TBX0|4531.59|44.25,2021-12-03 04:00:00+00:00,1H,1.0,0.5,0.79,0.4677966101694874,-0.3222033898305126,False
2021-12-30 06:00:00+00:00|LONG|TBX0|3694.03|35.91,2021-12-30 06:00:00+00:00,1H,1.0,0.5,0.76,0.428849902534103,-0.331150097465897,False
2022-01-31 15:00:00+00:00|LONG|TBX7B|2619.36|29.84,2022-01-31 15:00:00+00:00,1H,1.0,0.5,3.82,0.3136729222519998,-3.5063270777480002,False
2022-02-14 13:00:00+00:00|LONG|TBX7A|2935.67|9.0,2022-02-14 13:00:00+00:00,1H,1.0,0.5,-0.97,0.279999999999998,1.249999999999998,False
2022-03-07 18:00:00+00:00|SHORT|TBX7B|2521.46|45.51,2022-03-07 18:00:00+00:00,1H,1.0,0.5,-0.02,0.4210063722258812,0.44100637222588124,False
2022-06-01 03:00:00+00:00|SHORT|TBX0 (a)|1929.73|13.4,2022-06-01 03:00:00+00:00,1H,1.0,0.5,-0.97,0.1910447761193989,1.161044776119399,False
2022-07-08 21:45:00+00:00|SHORT|TBX0 (a) or TBX1|1229.1788|20.15,2022-07-08 21:45:00+00:00,1H,1.0,0.5,0.16,0.4634648774273807,0.3034648774273807,False
2022-08-29 16:00:00+00:00|LONG|TBX0 (a)|1536.44|20.63,2022-08-29 16:00:00+00:00,1H,1.0,0.5,-0.54,0.38148327678138105,0.9214832767813811,False
2022-10-06 00:00:00+00:00|LONG|TBX7B|1369.67|13.55,2022-10-06 00:00:00+00:00,1H,1.0,0.5,-0.46,0.16605166051660517,0.6260516605166052,False
2022-10-20 16:00:00+00:00|SHORT|TBX7A|1289.86|9.0,2022-10-20 16:00:00+00:00,1H,1.0,0.5,-0.26,0.18333333333331817,0.44333333333331815,False
2022-10-25 20:00:00+00:00|SHORT|TBX0|1473.36|23.13,2022-10-25 20:00:00+00:00,1H,1.0,0.5,-0.39,0.17293558149589278,0.5629355814958927,False
2022-11-28 14:00:00+00:00|SHORT|TBX7B|1165.85|11.89,2022-11-28 14:00:00+00:00,1H,1.0,0.5,-0.27,0.44995794785533294,0.719957947855333,False
2022-12-01 04:00:00+00:00|SHORT|TBX0|1283.29|7.02,2022-12-01 04:00:00+00:00,1H,1.0,0.5,-0.18,0.09829059829060607,0.2782905982906061,False
2023-02-23 07:00:00+00:00|LONG|TBX0 (a)|1665.67|5.23,2023-02-23 07:00:00+00:00,1H,1.0,0.5,-0.92,0.2313575525812689,1.151357552581269,False
2023-03-09 14:00:00+00:00|LONG|TBX0|1538.83|3.08,2023-03-09 14:00:00+00:00,1H,1.0,0.5,-0.97,0.21103896103899056,1.1810389610389906,False
2023-03-30 16:00:00+00:00|SHORT|TBX7B|1785.0|10.0,2023-03-30 16:00:00+00:00,1H,1.0,0.5,0.03,0.3170000000000073,0.28700000000000725,False
2023-04-03 07:00:00+00:00|LONG|TBX0|1794.0|11.45,2023-04-03 07:00:00+00:00,1H,1.0,0.5,0.35,0.3213973799126693,-0.028602620087330666,False
2023-04-24 06:00:00+00:00|SHORT|TBX7A|1846.81|9.0,2023-04-24 06:00:00+00:00,1H,1.0,0.5,-0.59,0.4011111111111,0.9911111111111,False
2023-04-26 00:00:00+00:00|LONG|TBX0 (a)|1866.3|6.45,2023-04-26 00:00:00+00:00,1H,1.0,0.5,-0.97,0.42170542635659336,1.3917054263565933,False
2023-05-15 23:00:00+00:00|SHORT|TBX0|1815.56|9.0,2023-05-15 23:00:00+00:00,1H,1.0,0.5,0.29,0.46333333333331617,0.1733333333333162,False
2023-05-17 17:00:00+00:00|LONG|TBX0|1815.12|19.39,2023-05-17 17:00:00+00:00,1H,1.0,0.5,0.28,0.4945848375451338,0.2145848375451338,False
2023-06-20 17:00:00+00:00|LONG|TBX7B|1768.24|22.37,2023-06-20 17:00:00+00:00,1H,1.0,0.5,1.78,0.2771569065713029,-1.5028430934286972,False
2023-07-06 12:00:00+00:00|SHORT|TBX7B|1900.01|21.09,2023-07-06 12:00:00+00:00,1H,1.0,0.5,2.04,0.49122807017543385,-1.5487719298245661,False
2023-09-04 17:00:00+00:00|LONG|TBX0|1629.75|4.26,2023-09-04 17:00:00+00:00,1H,1.0,0.5,-0.94,0.06338028169013658,1.0033802816901365,False
2023-10-10 14:00:00+00:00|SHORT|TBX7B|1571.12|11.04,2023-10-10 14:00:00+00:00,1H,1.0,0.5,0.2,0.48188405797100875,0.28188405797100874,False
2023-10-19 14:00:00+00:00|LONG|TBX0|1560.47|9.69,2023-10-19 14:00:00+00:00,1H,1.0,0.5,-0.11,0.3849329205366376,0.49493292053663757,False
2023-11-10 08:00:00+00:00|SHORT|TBX0|2099.99|13.2,2023-11-10 08:00:00+00:00,1H,1.0,0.5,-0.24,0.1363636363636157,0.3763636363636157,False
2023-12-04 14:00:00+00:00|SHORT|TBX0|2225.61|17.86,2023-12-04 14:00:00+00:00,1H,1.0,0.5,-0.82,0.30459126539753945,1.1245912653975394,False
2024-01-08 06:00:00+00:00|LONG|TBX0|2212.84|20.4,2024-01-08 06:00:00+00:00,1H,1.0,0.5,5.41,0.4245098039215615,-4.985490196078438,True
2024-01-09 22:00:00+00:00|LONG|TBX7B|2341.19|28.85,2024-01-09 22:00:00+00:00,1H,1.0,0.5,0.82,0.039514731369146364,-0.7804852686308535,False
2024-01-16 13:00:00+00:00|SHORT|TBX0|2525.57|24.16,2024-01-16 13:00:00+00:00,1H,1.0,0.5,-1.0,-0.3973509933774797,0.6026490066225203,False
2024-01-16 15:00:00+00:00|LONG|TBX7A|2559.43|16.17,2024-01-16 15:00:00+00:00,1H,1.0,0.5,1.08,0.39888682745827286,-0.6811131725417272,False
2024-01-23 22:00:00+00:00|LONG|TBX0|2225.99|26.21,2024-01-23 22:00:00+00:00,1H,1.0,0.5,-0.19,0.36207554368562517,0.5520755436856252,False
2024-01-25 18:00:00+00:00|LONG|TBX0|2210.65|10.38,2024-01-25 18:00:00+00:00,1H,1.0,0.5,0.09,-0.10308285163778069,-0.1930828516377807,False
2024-01-29 20:00:00+00:00|LONG|TBX0 (a)|2302.08|13.38,2024-01-29 20:00:00+00:00,1H,1.0,0.5,0.58,0.20702541106128414,-0.3729745889387158,False
2024-02-04 22:00:00+00:00|SHORT|TBX7A|2287.29|9.0,2024-02-04 22:00:00+00:00,1H,1.0,0.5,-1.0,-0.0,1.0,False
2024-07-18 17:00:00+00:00|SHORT|TBX7A|3398.15|13.81,2024-07-18 17:00:00+00:00,1H,1.0,0.5,-0.95,-0.6676321506154815,0.2823678493845184,False
2024-07-22 13:00:00+00:00|SHORT|TBX7A|3465.35|21.39,2024-07-22 13:00:00+00:00,1H,1.0,0.5,-0.55,0.3917718560074852,0.9417718560074853,False
2024-08-05 14:00:00+00:00|LONG|TBX0|2401.38|67.83,2024-08-05 14:00:00+00:00,1H,1.0,0.5,-0.41,0.24679345422379156,0.6567934542237915,False
2024-08-23 00:00:00+00:00|LONG|TBX7B|2637.42|11.89,2024-08-23 00:00:00+00:00,1H,1.0,0.5,1.22,0.0,-1.22,False
2024-09-26 12:00:00+00:00|LONG|TBX0 (a)|2629.11|9.48,2024-09-26 12:00:00+00:00,1H,1.0,0.5,-0.97,0.0010548523206501616,0.9710548523206501,False
2024-10-07 14:00:00+00:00|SHORT|TBX0 (a) or TBX1|2472.88|56.49,2024-10-07 14:00:00+00:00,1H,1.0,0.5,0.58,0.5006195786864968,-0.0793804213135032,False
2024-10-18 05:00:00+00:00|LONG|TBX7A|2626.86|9.0,2024-10-18 05:00:00+00:00,1H,1.0,0.5,-0.18,-0.005555555555575766,0.17444444444442422,False
2024-10-18 20:00:00+00:00|SHORT|TBX0|2642.62|10.4,2024-10-18 20:00:00+00:00,1H,1.0,0.5,-0.81,0.23942307692305592,1.049423076923056,False
2024-10-25 17:00:00+00:00|SHORT|TBX7A|2485.8|30.26,2024-10-25 17:00:00+00:00,1H,1.0,0.5,0.6,-0.5822868473231954,-1.1822868473231953,False
2024-10-27 21:00:00+00:00|LONG|TBX7B|2510.74|14.52,2024-10-27 21:00:00+00:00,1H,1.0,0.5,-0.74,0.38360881542700853,1.1236088154270085,False
2024-11-05 04:00:00+00:00|LONG|TBX0|2428.11|15.15,2024-11-05 04:00:00+00:00,1H,1.0,0.5,0.83,0.49834983498348034,-0.3316501650165196,False
2024-11-18 01:00:00+00:00|LONG|TBX0|3117.66|28.08,2024-11-18 01:00:00+00:00,1H,1.0,0.5,0.12,0.4943019943019982,0.37430199430199823,False
2024-12-15 19:00:00+00:00|LONG|TBX0 (a)|3902.12|8.15,2024-12-15 19:00:00+00:00,1H,1.0,0.5,-0.97,0.3779141104294389,1.3479141104294388,False
2024-12-23 15:00:00+00:00|LONG|TBX0 (a) or TBX1|3319.6|62.22,2024-12-23 15:00:00+00:00,1H,1.0,0.5,1.05,0.35551269688202974,-0.6944873031179704,False
2024-12-27 01:00:00+00:00|LONG|TBX0|3362.41|28.29,2024-12-27 01:00:00+00:00,1H,1.0,0.5,-0.63,0.21986567691764775,0.8498656769176478,False
2025-02-03 06:00:00+00:00|LONG|TBX0|2523.7|55.39,2025-02-03 06:00:00+00:00,1H,1.0,0.5,4.93,0.28669434916050024,-4.643305650839499,False
2025-02-18 04:00:00+00:00|SHORT|TBX0|2700.39|22.15,2025-02-18 04:00:00+00:00,1H,1.0,0.5,-0.13,0.4058690744920895,0.5358690744920895,False
2025-03-16 14:00:00+00:00|LONG|TBX0|1895.93|19.78,2025-03-16 14:00:00+00:00,1H,1.0,0.5,-0.32,0.47269969666329165,0.7926996966632917,False
2025-05-04 22:00:00+00:00|SHORT|TBX7A|1816.93|11.66,2025-05-04 22:00:00+00:00,1H,1.0,0.5,0.38,0.440823327615789,0.060823327615789013,False
2025-06-16 12:00:00+00:00|SHORT|TBX0|2614.14|6.1,2025-06-16 12:00:00+00:00,1H,1.0,0.5,-1.0,-0.02131147540985396,0.978688524590146,False
2025-06-16 13:00:00+00:00|LONG|TBX7B|2638.33|24.39,2025-06-16 13:00:00+00:00,1H,1.0,0.5,0.21,0.40508405084051285,0.19508405084051286,False
2025-07-11 19:00:00+00:00|SHORT|TBX0 (a) or TBX1|2973.75|44.69,2025-07-11 19:00:00+00:00,1H,1.0,0.5,0.08,0.35690311031550276,0.27690311031550274,False
2025-12-15 01:00:00+00:00|LONG|TBX7A|3107.41|22.55,2025-12-15 01:00:00+00:00,1H,1.0,0.5,1.18,0.4900221729490103,-0.6899778270509896,False
2026-02-09 16:00:00+00:00|LONG|TBX0|2090.26|56.75,2026-02-09 16:00:00+00:00,1H,1.0,0.5,0.07,0.4599118942731262,0.38991189427312617,False
2026-02-19 01:00:00+00:00|LONG|TBX0|1965.99|13.16,2026-02-19 01:00:00+00:00,1H,1.0,0.5,0.04,0.3601823708206694,0.3201823708206694,False
2026-03-30 04:00:00+00:00|LONG|TBX7B|2047.26|14.58,2026-03-30 04:00:00+00:00,1H,1.0,0.5,0.74,0.48010973936901424,-0.25989026063098575,False
2026-03-31 12:00:00+00:00|LONG|TBX7B|2046.78|10.0,2026-03-31 12:00:00+00:00,1H,1.0,0.5,0.2,0.0,-0.2,False
2026-04-16 13:00:00+00:00|SHORT|TBX7A|2307.14|21.42,2026-04-16 13:00:00+00:00,1H,1.0,0.5,-1.0,0.15359477124182835,1.1535947712418284,False
2026-06-03 19:00:00+00:00|SHORT|TBX7B|1802.41|22.88,2026-06-03 19:00:00+00:00,1H,1.0,0.5,-0.84,0.24606643356643834,1.0860664335664383,False
2026-06-21 20:00:00+00:00|SHORT|TBX7A|1720.56|9.0,2026-06-21 20:00:00+00:00,1H,1.0,0.5,0.11,0.08444444444444343,-0.025555555555556567,False
